name,link,price,year,mileage,miles_pa,owners,distance,location,engine,transmission,fuel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311244263885?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=21&postcode=E1%206AN&advertising-location=at_cars&fromsra,8995,2015.0,61304.0,6811,-1,160,Exeter,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402126478193?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=17&postcode=E1%206AN&advertising-location=at_cars&fromsra,8995,2015.0,15963.0,1773,3,136,Taunton,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403308131459?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=10&postcode=E1%206AN&advertising-location=at_cars&fromsra,8995,2014.0,42390.0,4239,3,37,Aylesbury,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403117431731?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=28&postcode=E1%206AN&advertising-location=at_cars&fromsra,8995,2014.0,38835.0,3883,1,177,Wirral,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403057221641?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=12&postcode=E1%206AN&advertising-location=at_cars&fromsra,9000,2018.0,57813.0,9635,2,172,Pudsey,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202312084659221?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=5&postcode=E1%206AN&advertising-location=at_cars&fromsra,9000,2016.0,61100.0,7637,2,45,Milton Keynes,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403077315839?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=5&postcode=E1%206AN&advertising-location=at_cars&fromsra,9140,2016.0,60938.0,7617,3,89,Nuneaton,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202310263372419?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=16&postcode=E1%206AN&advertising-location=at_cars&fromsra,9250,2018.0,94997.0,15832,1,44,Milton Keynes,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311103836214?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=33&postcode=E1%206AN&advertising-location=at_cars&fromsra,9500,2013.0,41000.0,3727,1,172,Manchester,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202303135182118?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=16&postcode=E1%206AN&advertising-location=at_cars&fromsra,9533,2018.0,77000.0,12833,1,18,Heathrow,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401025170910?journey=FEATURED_LISTING_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=19&postcode=E1%206AN&advertising-location=at_cars&fromsra,9649,2015.0,32766.0,3640,2,15,Epsom,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403197726696?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=47&postcode=E1%206AN&advertising-location=at_cars&fromsra,9689,2016.0,65000.0,8125,2,142,Wellington,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402226830265?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=11&postcode=E1%206AN&advertising-location=at_cars&fromsra,9990,2012.0,74000.0,6166,6,108,Cradley Heath,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403197742264?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=47&postcode=E1%206AN&advertising-location=at_cars&fromsra,9990,2016.0,28000.0,3500,-1,90,Leicester,1.6L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401185688910?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=25&postcode=E1%206AN&advertising-location=at_cars&fromsra,9990,2018.0,54000.0,9000,1,45,Bedford,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202310303476795?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=42&postcode=E1%206AN&advertising-location=at_cars&fromsra,9991,2014.0,12000.0,1200,-1,257,Blyth,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403187701958?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=29&postcode=E1%206AN&advertising-location=at_cars&fromsra,9994,2014.0,13754.0,1375,2,171,Leeds,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403087363578?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=18&postcode=E1%206AN&advertising-location=at_cars&fromsra,9995,2018.0,78050.0,13008,1,91,Hinckley,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403308127386?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=45&postcode=E1%206AN&advertising-location=at_cars&fromsra,9995,2015.0,54000.0,6000,3,406,Aberdeen,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402076319193?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=15&postcode=E1%206AN&advertising-location=at_cars&fromsra,10000,2016.0,25124.0,3140,2,176,York,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311043647679?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=19&postcode=E1%206AN&advertising-location=at_cars&fromsra,10195,2017.0,52000.0,7428,1,165,Manchester,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202302033907189?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=25&postcode=E1%206AN&advertising-location=at_cars&fromsra,10200,2017.0,16264.0,2323,-1,123,Stafford,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403127492101?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=40&postcode=E1%206AN&advertising-location=at_cars&fromsra,10220,2015.0,55048.0,6116,-1,325,Dalkeith,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403067269917?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=20&postcode=E1%206AN&advertising-location=at_cars&fromsra,10450,2016.0,12000.0,1500,-1,98,Garretts Green,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403177675082?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=11&postcode=E1%206AN&advertising-location=at_cars&fromsra,10490,2016.0,65419.0,8177,1,14,Epsom,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202312225000792?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=15&postcode=E1%206AN&advertising-location=at_cars&fromsra,10495,2016.0,36000.0,4500,3,109,Wednesbury,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401265933718?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=17&postcode=E1%206AN&advertising-location=at_cars&fromsra,10495,2015.0,18000.0,2000,3,98,Shaftesbury,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202301233515141?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=39&postcode=E1%206AN&advertising-location=at_cars&fromsra,10581,2015.0,37000.0,4111,-1,76,Peterborough,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403278011700?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=32&postcode=E1%206AN&advertising-location=at_cars&fromsra,10595,2015.0,46500.0,5166,1,185,Chorley,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403278024191?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=29&postcode=E1%206AN&advertising-location=at_cars&fromsra,10600,2018.0,53095.0,8849,1,102,Two Gates,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403157588061?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=31&postcode=E1%206AN&advertising-location=at_cars&fromsra,10700,2019.0,114515.0,22903,1,75,Peterborough,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202310173061060?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=47&postcode=E1%206AN&advertising-location=at_cars&fromsra,10740,2015.0,61000.0,6777,1,103,Poole,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401185673109?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=47&postcode=E1%206AN&advertising-location=at_cars&fromsra,10750,2017.0,26000.0,3714,-1,198,Blackpool,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202308030386197?journey=FEATURED_LISTING_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=30&postcode=E1%206AN&advertising-location=at_cars&fromsra,10773,2018.0,83658.0,13943,1,113,Bristol,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401205736323?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=45&postcode=E1%206AN&advertising-location=at_cars&fromsra,10950,2016.0,13282.0,1660,1,399,Aberdeen,1.6L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202305177474292?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=34&postcode=E1%206AN&advertising-location=at_cars&fromsra,10980,2018.0,39612.0,6602,-1,207,Fleetwood,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402086377545?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=4&postcode=E1%206AN&advertising-location=at_cars&fromsra,10990,2018.0,34800.0,5800,3,10,Croydon,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403197727185?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=7&postcode=E1%206AN&advertising-location=at_cars&fromsra,10990,2013.0,63000.0,5727,2,108,Cradley Heath,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311254284605?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=7&postcode=E1%206AN&advertising-location=at_cars&fromsra,10990,2016.0,20602.0,2575,1,5,Greenwich,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403217816106?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=27&postcode=E1%206AN&advertising-location=at_cars&fromsra,10995,2016.0,28741.0,3592,2,122,Weston Super Mare,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402246894338?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=15&postcode=E1%206AN&advertising-location=at_cars&fromsra,10995,2015.0,17757.0,1973,2,127,Mablethorpe,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403137512952?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=21&postcode=E1%206AN&advertising-location=at_cars&fromsra,10995,2018.0,69000.0,11500,1,97,Wimborne,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402166640262?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=13&postcode=E1%206AN&advertising-location=at_cars&fromsra,10995,2017.0,14045.0,2006,2,98,Poole,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403278030732?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=8&postcode=E1%206AN&advertising-location=at_cars&fromsra,11000,2015.0,48399.0,5377,2,45,Henfield,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402297057417?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=12&postcode=E1%206AN&advertising-location=at_cars&fromsra,11000,2019.0,85692.0,17138,2,172,Pudsey,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403207781114?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=8&postcode=E1%206AN&advertising-location=at_cars&fromsra,11245,2016.0,23000.0,2875,1,56,Bognor Regis,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403157582521?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=27&postcode=E1%206AN&advertising-location=at_cars&fromsra,11250,,68815.0,0,2,332,Craigavon,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202306088290611?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=44&postcode=E1%206AN&advertising-location=at_cars&fromsra,11274,2019.0,93632.0,18726,1,194,Preston,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403197728371?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=19&postcode=E1%206AN&advertising-location=at_cars&fromsra,11388,2018.0,87029.0,14504,2,102,Bristol,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403017115199?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=42&postcode=E1%206AN&advertising-location=at_cars&fromsra,11388,2019.0,83814.0,16762,1,243,Redruth,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202310243279563?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=22&postcode=E1%206AN&advertising-location=at_cars&fromsra,11449,2018.0,16910.0,2818,2,72,Peterborough,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402216792154?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=31&postcode=E1%206AN&advertising-location=at_cars&fromsra,11450,2016.0,58000.0,7250,-1,169,Warrington,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202312194932837?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=26&postcode=E1%206AN&advertising-location=at_cars&fromsra,11450,2017.0,40000.0,5714,-1,93,Bourne,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401306050561?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=34&postcode=E1%206AN&advertising-location=at_cars&fromsra,11495,2016.0,51429.0,6428,4,264,Kingstown,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403298093965?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=30&postcode=E1%206AN&advertising-location=at_cars&fromsra,11622,2020.0,81601.0,20400,1,172,Bury,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202308100638954?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=37&postcode=E1%206AN&advertising-location=at_cars&fromsra,11874,2018.0,82806.0,13801,1,161,Wakefield,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402026159682?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=35&postcode=E1%206AN&advertising-location=at_cars&fromsra,11901,2014.0,14577.0,1457,-1,61,Waterlooville,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403217830084?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=30&postcode=E1%206AN&advertising-location=at_cars&fromsra,11940,2019.0,72000.0,14400,1,167,Manchester,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403057246136?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=6&postcode=E1%206AN&advertising-location=at_cars&fromsra,11994,2017.0,20021.0,2860,1,32,Maidstone,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403157606652?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=3&postcode=E1%206AN&advertising-location=at_cars&fromsra,11995,2019.0,36500.0,7300,-1,25,Slough,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402236860770?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=41&postcode=E1%206AN&advertising-location=at_cars&fromsra,11995,2019.0,72220.0,14444,2,264,Kingstown,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402056249702?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=21&postcode=E1%206AN&advertising-location=at_cars&fromsra,11995,2017.0,13500.0,1928,2,94,Solihull,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403237886265?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=14&postcode=E1%206AN&advertising-location=at_cars&fromsra,11995,2018.0,50000.0,8333,-1,112,Derby,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403257947262?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=24&postcode=E1%206AN&advertising-location=at_cars&fromsra,11999,2019.0,67843.0,13568,2,138,Stoke On Trent,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202309222239933?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=14&postcode=E1%206AN&advertising-location=at_cars&fromsra,12290,2017.0,32000.0,4571,1,100,Poole,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403037176574?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=26&postcode=E1%206AN&advertising-location=at_cars&fromsra,12495,2017.0,39255.0,5607,1,143,Rotherham,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403137532109?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=24&postcode=E1%206AN&advertising-location=at_cars&fromsra,12495,2019.0,72881.0,14576,2,156,Ackworth,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202312225009394?journey=FEATURED_LISTING_JOURNEY&sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=38&postcode=E1%206AN&advertising-location=at_cars&fromsra,12500,2017.0,17000.0,2428,-1,122,Uttoxeter,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402066276168?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=8&postcode=E1%206AN&advertising-location=at_cars&fromsra,12500,2017.0,39000.0,5571,2,13,Erith,1.6L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403117429038?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=12&postcode=E1%206AN&advertising-location=at_cars&fromsra,12583,2018.0,43832.0,7305,2,141,Shrewsbury,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403017121219?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=18&postcode=E1%206AN&advertising-location=at_cars&fromsra,12792,2019.0,39026.0,7805,2,101,Boston,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403227872028?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=3&postcode=E1%206AN&advertising-location=at_cars&fromsra,12795,2019.0,46000.0,9200,1,25,Rochester,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402026172400?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=28&postcode=E1%206AN&advertising-location=at_cars&fromsra,12795,2021.0,57354.0,19118,1,101,Loughborough,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401255903618?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=34&postcode=E1%206AN&advertising-location=at_cars&fromsra,12897,2017.0,9658.0,1379,-1,35,Aldershot,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403017122207?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=18&postcode=E1%206AN&advertising-location=at_cars&fromsra,12969,2019.0,43006.0,8601,-1,182,Bootle,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402106433010?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=20&postcode=E1%206AN&advertising-location=at_cars&fromsra,12990,2016.0,21000.0,2625,-1,71,Southampton,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401095402050?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=10&postcode=E1%206AN&advertising-location=at_cars&fromsra,12995,2020.0,44227.0,11056,2,198,Callington,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403227846564?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=19&postcode=E1%206AN&advertising-location=at_cars&fromsra,12995,2018.0,33500.0,5583,1,40,West Sussex,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403278035200?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=28&postcode=E1%206AN&advertising-location=at_cars&fromsra,12995,2017.0,40080.0,5725,2,111,Coleford,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403267990436?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=40&postcode=E1%206AN&advertising-location=at_cars&fromsra,12999,2019.0,68000.0,13600,1,191,Preston,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403278037191?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=8&postcode=E1%206AN&advertising-location=at_cars&fromsra,13000,2019.0,27566.0,5513,-1,91,Nuneaton,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202305197553935?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=46&postcode=E1%206AN&advertising-location=at_cars&fromsra,13194,2018.0,72030.0,12005,1,347,Comrie,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202310032616195?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=22&postcode=E1%206AN&advertising-location=at_cars&fromsra,13194,2018.0,59869.0,9978,1,41,Biggleswade,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403087357149?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=19&postcode=E1%206AN&advertising-location=at_cars&fromsra,13449,2020.0,43155.0,10788,2,141,Shrewsbury,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202302134226748?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=29&postcode=E1%206AN&advertising-location=at_cars&fromsra,13490,2018.0,19276.0,3212,2,137,Sheffield,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402196723606?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=15&postcode=E1%206AN&advertising-location=at_cars&fromsra,13495,2018.0,14535.0,2422,1,55,Newmarket,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403187685416?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=48&postcode=E1%206AN&advertising-location=at_cars&fromsra,13495,2019.0,34000.0,6800,-1,198,Blackpool,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311234215772?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=28&postcode=E1%206AN&advertising-location=at_cars&fromsra,13495,2016.0,25797.0,3224,1,50,Rye,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403087355253?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=34&postcode=E1%206AN&advertising-location=at_cars&fromsra,13495,2015.0,25000.0,2777,-1,38,Shefford,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311143958073?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=46&postcode=E1%206AN&advertising-location=at_cars&fromsra,13499,2016.0,13011.0,1626,-1,335,Kilmarnock,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402236882460?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=10&postcode=E1%206AN&advertising-location=at_cars&fromsra,13507,2020.0,50308.0,12577,1,98,Redditch,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403237884878?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=10&postcode=E1%206AN&advertising-location=at_cars&fromsra,13650,2020.0,32996.0,8249,-1,91,Nuneaton,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403017113361?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=23&postcode=E1%206AN&advertising-location=at_cars&fromsra,13700,2020.0,37472.0,9368,-1,88,Coventry,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402066292022?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=12&postcode=E1%206AN&advertising-location=at_cars&fromsra,13750,2019.0,44218.0,8843,2,109,Stourbridge,1.5L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403087361778?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=18&postcode=E1%206AN&advertising-location=at_cars&fromsra,13750,2018.0,30300.0,5050,-1,120,Ripley,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202309131928427?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=43&postcode=E1%206AN&advertising-location=at_cars&fromsra,13794,2018.0,65000.0,10833,1,160,Dukinfield,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403017124251?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=22&postcode=E1%206AN&advertising-location=at_cars&fromsra,13795,2019.0,39000.0,7800,2,180,Chorley,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403117443478?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=17&postcode=E1%206AN&advertising-location=at_cars&fromsra,13850,2020.0,37669.0,9417,-1,102,Birmingham,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402196730380?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=31&postcode=E1%206AN&advertising-location=at_cars&fromsra,13945,2017.0,41795.0,5970,2,61,Waterlooville,1.6L,Automatic,Diesel
