name,link,price,year,mileage,miles_pa,owners,distance,location,engine,transmission,fuel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403147555949?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=43&postcode=E1%206AN&advertising-location=at_cars&fromsra,13945,2016.0,44206.0,5525,1,61,Waterlooville,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402266957566?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=32&postcode=E1%206AN&advertising-location=at_cars&fromsra,13945,2019.0,59566.0,11913,1,61,Waterlooville,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403147549582?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=20&postcode=E1%206AN&advertising-location=at_cars&fromsra,13945,2017.0,14760.0,2108,-1,61,Waterlooville,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202306068216322?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=14&postcode=E1%206AN&advertising-location=at_cars&fromsra,13980,2017.0,3645.0,520,1,20,Welwyn Garden City,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403197746102?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=26&postcode=E1%206AN&advertising-location=at_cars&fromsra,13990,2015.0,8000.0,888,2,71,Southampton,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202307250054820?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=21&postcode=E1%206AN&advertising-location=at_cars&fromsra,13990,2016.0,33998.0,4249,2,108,Cradley Heath,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402136513297?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=7&postcode=E1%206AN&advertising-location=at_cars&fromsra,13995,2018.0,11500.0,1916,-1,10,Welling,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403207776886?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=17&postcode=E1%206AN&advertising-location=at_cars&fromsra,13995,2019.0,22414.0,4482,1,55,Newmarket,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402166638049?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=35&postcode=E1%206AN&advertising-location=at_cars&fromsra,13995,2018.0,11718.0,1953,1,100,Wotton Under Edge,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402176671717?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=30&postcode=E1%206AN&advertising-location=at_cars&fromsra,13999,2018.0,15000.0,2500,2,30,Tonbridge,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403067261899?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=32&postcode=E1%206AN&advertising-location=at_cars&fromsra,13999,2016.0,12800.0,1600,1,99,Norwich,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403147555945?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=21&postcode=E1%206AN&advertising-location=at_cars&fromsra,13999,2018.0,12406.0,2067,4,41,Colchester,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202309021473690?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=40&postcode=E1%206AN&advertising-location=at_cars&fromsra,13999,2017.0,20800.0,2971,2,99,Norwich,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401316103142?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=17&postcode=E1%206AN&advertising-location=at_cars&fromsra,14000,2020.0,54415.0,13603,-1,164,Huddersfield,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403217823164?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=14&postcode=E1%206AN&advertising-location=at_cars&fromsra,14000,2019.0,50326.0,10065,1,78,Oakham,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403207787018?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=19&postcode=E1%206AN&advertising-location=at_cars&fromsra,14047,2019.0,40781.0,8156,1,124,Newport,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401255889809?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=6&postcode=E1%206AN&advertising-location=at_cars&fromsra,14277,2018.0,36844.0,6140,4,38,Aylesbury,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202303225518182?journey=FEATURED_LISTING_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=43&postcode=E1%206AN&advertising-location=at_cars&fromsra,14387,2018.0,57000.0,9500,1,172,Pudsey,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202309292507225?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=35&postcode=E1%206AN&advertising-location=at_cars&fromsra,14394,2018.0,79047.0,13174,-1,98,Frome,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402276994475?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=48&postcode=E1%206AN&advertising-location=at_cars&fromsra,14395,2018.0,19000.0,3166,-1,198,Blackpool,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401165607359?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=18&postcode=E1%206AN&advertising-location=at_cars&fromsra,14480,2020.0,29778.0,7444,-1,88,Coventry,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403237894985?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=33&postcode=E1%206AN&advertising-location=at_cars&fromsra,14495,2018.0,35000.0,5833,2,160,Exeter,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403017095022?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=13&postcode=E1%206AN&advertising-location=at_cars&fromsra,14495,2020.0,39344.0,9836,1,104,Worcester,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403288060486?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=34&postcode=E1%206AN&advertising-location=at_cars&fromsra,14549,2016.0,9218.0,1152,3,141,Shrewsbury,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403157608195?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=45&postcode=E1%206AN&advertising-location=at_cars&fromsra,14599,2019.0,48000.0,9600,1,164,Oldham,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403197751292?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=37&postcode=E1%206AN&advertising-location=at_cars&fromsra,14600,2019.0,39606.0,7921,2,313,Peebles,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402266943910?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=44&postcode=E1%206AN&advertising-location=at_cars&fromsra,14640,2018.0,17630.0,2938,2,111,Ross On Wye,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403237882273?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=31&postcode=E1%206AN&advertising-location=at_cars&fromsra,14700,2019.0,49810.0,9962,1,75,Peterborough,1.5L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202309212224566?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=4&postcode=E1%206AN&advertising-location=at_cars&fromsra,14733,2020.0,73856.0,18464,1,113,Bristol,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403137501370?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=24&postcode=E1%206AN&advertising-location=at_cars&fromsra,14899,2020.0,28613.0,7153,1,107,Castle Donnington,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202308150826590?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=15&postcode=E1%206AN&advertising-location=at_cars&fromsra,14901,2019.0,21284.0,4256,1,61,Waterlooville,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311234233915?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=20&postcode=E1%206AN&advertising-location=at_cars&fromsra,14931,2020.0,19300.0,4825,4,59,Towcester,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403017097745?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=38&postcode=E1%206AN&advertising-location=at_cars&fromsra,14945,2016.0,9477.0,1184,1,61,Waterlooville,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402156606011?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=20&postcode=E1%206AN&advertising-location=at_cars&fromsra,14945,2020.0,82069.0,20517,1,61,Waterlooville,1.5L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402166660148?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=8&postcode=E1%206AN&advertising-location=at_cars&fromsra,14990,2019.0,42615.0,8523,2,33,Gillingham,1.5L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202312154846715?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=30&postcode=E1%206AN&advertising-location=at_cars&fromsra,14990,2018.0,37400.0,6233,1,185,Chorley,1.5L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403077309880?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=3&postcode=E1%206AN&advertising-location=at_cars&fromsra,14994,2020.0,52520.0,13130,1,32,Maidstone,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403067286045?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=42&postcode=E1%206AN&advertising-location=at_cars&fromsra,14994,2019.0,64800.0,12960,-1,162,Castleford,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401105413568?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=24&postcode=E1%206AN&advertising-location=at_cars&fromsra,14995,2019.0,43525.0,8705,2,187,Boroughbridge,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202312084666551?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=29&postcode=E1%206AN&advertising-location=at_cars&fromsra,14995,2018.0,14772.0,2462,1,165,Huddersfield,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311234226621?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=44&postcode=E1%206AN&advertising-location=at_cars&fromsra,14995,,53504.0,0,-1,346,County Tyrone,,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402216798438?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=7&postcode=E1%206AN&advertising-location=at_cars&fromsra,14995,2020.0,58167.0,14541,1,18,St. Albans,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401195709141?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=34&postcode=E1%206AN&advertising-location=at_cars&fromsra,14999,2017.0,7800.0,1114,1,99,Norwich,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403117428477?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=32&postcode=E1%206AN&advertising-location=at_cars&fromsra,15000,2019.0,31492.0,6298,-1,107,Halesowen,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311063696016?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=25&postcode=E1%206AN&advertising-location=at_cars&fromsra,15113,2019.0,76156.0,15231,1,61,Bury St. Edmunds,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403017118759?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=30&postcode=E1%206AN&advertising-location=at_cars&fromsra,15195,2019.0,6950.0,1390,-1,120,Yeovil,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202307059318398?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=23&postcode=E1%206AN&advertising-location=at_cars&fromsra,15290,2019.0,49000.0,9800,-1,91,Christchurch,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202303125169273?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=22&postcode=E1%206AN&advertising-location=at_cars&fromsra,15354,2021.0,56831.0,18943,2,194,Preston,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402146568224?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=36&postcode=E1%206AN&advertising-location=at_cars&fromsra,15450,2019.0,21632.0,4326,2,95,Redditch,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202312084655241?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=29&postcode=E1%206AN&advertising-location=at_cars&fromsra,15450,2017.0,6885.0,983,1,122,Weston Super Mare,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401265915651?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=16&postcode=E1%206AN&advertising-location=at_cars&fromsra,15495,2020.0,30210.0,7552,1,40,West Sussex,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402196713752?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=40&postcode=E1%206AN&advertising-location=at_cars&fromsra,15500,2018.0,15008.0,2501,-1,333,Livingston,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403267977705?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=29&postcode=E1%206AN&advertising-location=at_cars&fromsra,15599,2018.0,6120.0,1020,-1,165,Manchester,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311174045160?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=27&postcode=E1%206AN&advertising-location=at_cars&fromsra,15690,2019.0,16000.0,3200,1,91,Christchurch,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311164000495?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=12&postcode=E1%206AN&advertising-location=at_cars&fromsra,15694,2020.0,14000.0,3500,-1,110,Kidderminster,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403187701210?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=38&postcode=E1%206AN&advertising-location=at_cars&fromsra,15735,2020.0,53531.0,13382,1,246,Gateshead,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402156615038?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=21&postcode=E1%206AN&advertising-location=at_cars&fromsra,15750,2020.0,13865.0,3466,-1,60,Available from Northampton,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403267983902?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=19&postcode=E1%206AN&advertising-location=at_cars&fromsra,15750,2018.0,15000.0,2500,1,94,Ferndown,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311204131282?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=31&postcode=E1%206AN&advertising-location=at_cars&fromsra,15790,2019.0,38000.0,7600,1,91,Christchurch,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402136513999?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=39&postcode=E1%206AN&advertising-location=at_cars&fromsra,15945,2018.0,26346.0,4391,1,61,Waterlooville,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402126497169?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=36&postcode=E1%206AN&advertising-location=at_cars&fromsra,15945,2016.0,16652.0,2081,2,61,Waterlooville,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403017098426?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=37&postcode=E1%206AN&advertising-location=at_cars&fromsra,15945,2017.0,5995.0,856,1,61,Waterlooville,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402056233863?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=14&postcode=E1%206AN&advertising-location=at_cars&fromsra,15950,2019.0,40000.0,8000,2,137,Trent Vale,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202310233269190?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=36&postcode=E1%206AN&advertising-location=at_cars&fromsra,15990,2019.0,35000.0,7000,1,91,Christchurch,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402196719743?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=36&postcode=E1%206AN&advertising-location=at_cars&fromsra,15990,2020.0,13926.0,3481,1,249,Wallsend,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403278029195?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=32&postcode=E1%206AN&advertising-location=at_cars&fromsra,15995,2019.0,40209.0,8041,-1,28,Guildford,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402016110411?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=29&postcode=E1%206AN&advertising-location=at_cars&fromsra,15995,2019.0,33198.0,6639,1,166,Swansea,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403197737679?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=17&postcode=E1%206AN&advertising-location=at_cars&fromsra,15995,2019.0,36636.0,7327,-1,14,Ruislip,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403237894912?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=41&postcode=E1%206AN&advertising-location=at_cars&fromsra,15995,2020.0,26038.0,6509,3,160,Exeter,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402136510143?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=33&postcode=E1%206AN&advertising-location=at_cars&fromsra,15999,2019.0,18198.0,3639,1,122,Sutton In Ashfield,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402016127971?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=15&postcode=E1%206AN&advertising-location=at_cars&fromsra,16000,2021.0,56000.0,18666,2,90,Ringwood,1.5L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202310183098589?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=38&postcode=E1%206AN&advertising-location=at_cars&fromsra,16100,2018.0,18863.0,3143,-1,217,Middlesbrough,1.5L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401265924637?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=23&postcode=E1%206AN&advertising-location=at_cars&fromsra,16199,2020.0,24380.0,6095,-1,135,Cardiff,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402276983190?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=34&postcode=E1%206AN&advertising-location=at_cars&fromsra,16240,2020.0,23000.0,5750,1,121,Newport,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403207769983?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=46&postcode=E1%206AN&advertising-location=at_cars&fromsra,16297,2020.0,23551.0,5887,-1,249,Wallsend,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403257959880?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=13&postcode=E1%206AN&advertising-location=at_cars&fromsra,16395,2021.0,17103.0,5701,-1,154,Barnsley,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402287039720?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=17&postcode=E1%206AN&advertising-location=at_cars&fromsra,16395,2020.0,40740.0,10185,-1,28,Guildford,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403067287327?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=8&postcode=E1%206AN&advertising-location=at_cars&fromsra,16489,2022.0,14000.0,7000,1,172,Pudsey,1.3L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403207769981?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=46&postcode=E1%206AN&advertising-location=at_cars&fromsra,16490,2018.0,4416.0,736,-1,249,Wallsend,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403077310733?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=36&postcode=E1%206AN&advertising-location=at_cars&fromsra,16490,2018.0,32000.0,5333,-1,100,Poole,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402206779095?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=23&postcode=E1%206AN&advertising-location=at_cars&fromsra,16490,2018.0,53000.0,8833,-1,82,Salisbury,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311013555406?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=21&postcode=E1%206AN&advertising-location=at_cars&fromsra,16490,2019.0,27000.0,5400,1,91,Christchurch,1.5L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403227844226?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=28&postcode=E1%206AN&advertising-location=at_cars&fromsra,16495,2020.0,26364.0,6591,1,100,Wotton Under Edge,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403087367844?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=42&postcode=E1%206AN&advertising-location=at_cars&fromsra,16495,2018.0,10018.0,1669,-1,242,Sunderland,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403057229651?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=28&postcode=E1%206AN&advertising-location=at_cars&fromsra,16495,2019.0,40866.0,8173,1,100,Wotton Under Edge,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402236856191?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=22&postcode=E1%206AN&advertising-location=at_cars&fromsra,16499,2021.0,32550.0,10850,1,139,Tredegar,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403278017467?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=12&postcode=E1%206AN&advertising-location=at_cars&fromsra,16650,2019.0,28348.0,5669,2,156,Oswestry,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401045244989?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=9&postcode=E1%206AN&advertising-location=at_cars&fromsra,16699,2020.0,4729.0,1182,-1,32,Dunstable,1.5L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401296001058?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=44&postcode=E1%206AN&advertising-location=at_cars&fromsra,16750,2020.0,24573.0,6143,2,363,Dundee,1.5L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402246908040?sort=relevance&twcs=true&include-delivery-option=on&make=Citroen&model=Berlingo&page=24&postcode=E1%206AN&advertising-location=at_cars&fromsra,16790,2019.0,31609.0,6321,2,231,Durham,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403017101204?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=36&postcode=E1%206AN&advertising-location=at_cars&fromsra,16895,2017.0,3000.0,428,1,109,Wednesbury,1.6L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202401175624860?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=26&postcode=E1%206AN&advertising-location=at_cars&fromsra,16940,2021.0,14341.0,4780,-1,109,Nottingham,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202312134781786?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=19&postcode=E1%206AN&advertising-location=at_cars&fromsra,16944,2020.0,8263.0,2065,2,160,Wakefield,1.5L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202403217815054?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=37&postcode=E1%206AN&advertising-location=at_cars&fromsra,16945,2018.0,4857.0,809,1,61,Waterlooville,1.6L,Automatic,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402016113131?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=28&postcode=E1%206AN&advertising-location=at_cars&fromsra,16969,2020.0,9078.0,2269,-1,182,Bootle,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202309222255353?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=39&postcode=E1%206AN&advertising-location=at_cars&fromsra,16990,2019.0,28000.0,5600,1,100,Poole,1.2L,Manual,Petrol
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202311164009439?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=35&postcode=E1%206AN&advertising-location=at_cars&fromsra,16990,2020.0,17000.0,4250,1,121,Newport,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202402126490968?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=28&postcode=E1%206AN&advertising-location=at_cars&fromsra,16990,2020.0,36949.0,9237,1,48,Colchester,1.5L,Manual,Diesel
Citroen Berlingo,https://www.autotrader.co.uk/car-details/202309222241467?sort=relevance&include-delivery-option=on&make=Citroen&model=Berlingo&page=34&postcode=E1%206AN&advertising-location=at_cars&fromsra,16990,2020.0,20000.0,5000,1,91,Christchurch,1.5L,Manual,Diesel
